,location,price,type,bedrooms,bathrooms,furnishing,listed by,super builtup area (ft²),carpet area (ft²),bachelors allowed,maintenance (monthly),total floors,car parking,floor no,facing,project name
8270,"GANESH PUR, ROORKEE,Uttaranchal","₹ 7,000",Houses & Villas,3,2,Semi-Furnished,Owner,12000,11000,No,7000,2,1,2,North-East,
8271,"ROORKEE, UTTARANCHAL,Uttaranchal","₹ 10,000",Houses & Villas,2,1,Unfurnished,Owner,1200,900,No,0,2,2,2,West,
8272,"GMS ROAD, DEHRADUN,Uttaranchal","₹ 32,000",,,,,,,,,,,,,,
8273,"GMS ROAD, DEHRADUN,Uttaranchal","₹ 7,500",Houses & Villas,2,2,Semi-Furnished,Dealer,1300,844,No,,,1,,North,7351025676
8274,"UDDHAM SINGH NAGAR, RUDRAPUR,Uttaranchal","₹ 4,500",Houses & Villas,2,1,Furnished,Owner,450,450,Yes,4500,1,1,1,West,
8275,"JAGJEETPUR, HARIDWAR,Uttaranchal","₹ 5,000",Apartments,2,1,Unfurnished,Owner,0,0,Yes,0,2,0,2,West,
8276,"DHARAMPUR NEHRU COLONY, DEHRADUN,Uttaranchal","₹ 6,000",Houses & Villas,2,1,Unfurnished,Owner,100,90,Yes,6000,2,0,1,,
8277,"DEHRAKHAS, DEHRADUN,Uttaranchal","₹ 12,000",Apartments,3,3,Semi-Furnished,Dealer,18,28,Yes,12000,3,1,0,West,
8278,"MAHESHPURA, KASHIPUR,Uttaranchal","₹ 5,000",Houses & Villas,2,1,Furnished,Owner,600,600,Yes,5000,4,1,19,North,
8279,"OLD DALANWALA, DEHRADUN,Uttaranchal","₹ 6,000",Houses & Villas,1,1,Semi-Furnished,Dealer,500,500,Yes,100,,0,,,
8280,"SETCOR 8A BHEL TOWNSHIP, SIDCUL HARIDWAR,Uttaranchal","₹ 4,000",Houses & Villas,1,1,Unfurnished,Owner,700,700,No,4000,1,1,2,West,
8281,"RAIPUR AREA, DEHRADUN,Uttaranchal","₹ 8,000",Houses & Villas,1,2,Unfurnished,Owner,500,500,Yes,8000,,,,,
8282,"BANJARAWALA, DEHRADUN,Uttaranchal","₹ 15,000",Houses & Villas,3,2,Semi-Furnished,Owner,136,132,Yes,15000,,1,3,West,Agrwal developers
8283,"BALLUPURA, DEHRADUN,Uttaranchal","₹ 15,000",Apartments,2,2,Unfurnished,Dealer,1200,1000,No,,3,2,2,North-West,8979693797
8284,"DAMUA DHUNGA KHAM, HALDWANI,Uttaranchal","₹ 6,000",Houses & Villas,2,1,Semi-Furnished,Owner,600,450,No,500,1,1,1,South,
8285,"KACHNALGAJI, KASHIPUR,Uttaranchal","₹ 2,500",Houses & Villas,1,1,Furnished,Owner,700,800,Yes,0,2,1,2,East,
8286,"KARGI, DEHRADUN,Uttaranchal","₹ 6,500",Houses & Villas,2,1,Unfurnished,Owner,1500,1000,Yes,,1,0,1,South-West,1 BHK FOR RENT AT KARGI CHOWK
8287,"SITABPUR, KOTDWARA,Uttaranchal","₹ 9,000",Houses & Villas,3,1,Unfurnished,Owner,0,0,No,0,2,1,1,South-East,
8288,"RAM NAGAR, RISHIKESH,Uttaranchal","₹ 7,000",Houses & Villas,2,2,Furnished,Owner,250,250,No,7000,2,0,1,North,
8289,"RAJPUR ROAD, DEHRADUN,Uttaranchal","₹ 25,000",Houses & Villas,3,3,Semi-Furnished,Dealer,2200,1800,,,,1,,East,KD Property Delar
8290,"RAJPUR ROAD, DEHRADUN,Uttaranchal","₹ 30,000",Builder Floors,3,2,Furnished,Dealer,2200,1800,Yes,,,2,,East,KD Property Delar
8291,"RAJPUR ROAD, DEHRADUN,Uttaranchal","₹ 17,000",Apartments,2,2,Semi-Furnished,Dealer,1800,1600,,,4,1,3,North,Kartik property delar
8292,"CANAL ROAD, DEHRADUN,Uttaranchal","₹ 12,000",Houses & Villas,2,2,Unfurnished,Owner,300,300,Yes,,1,,1,North-West,
8293,"USTAV VIHAR, DEHRADUN,Uttaranchal","₹ 15,000",Houses & Villas,2,2,Semi-Furnished,Owner,250,250,No,,3,1,3,East,2 bhk house 2with two bathroom and big porch.
8294,"DUNGA ROAD, DEHRADUN,Uttaranchal","₹ 8,000",Houses & Villas,4,2,Furnished,Owner,450,225,Yes,,2,2,,,
8295,"BALLIWALA, DEHRADUN,Uttaranchal","₹ 6,500",Houses & Villas,1,1,Furnished,Dealer,300,180,Yes,0,1,0,1,North-East,
8296,"BALLIWALA, DEHRADUN,Uttaranchal","₹ 6,000",Houses & Villas,1,1,Furnished,Dealer,400,300,Yes,0,1,1,1,North-East,
8297,"NIRANJAN PUR, DEHRADUN,Uttaranchal","₹ 30,000",Houses & Villas,3,3,Semi-Furnished,Owner,2000,0,No,0,1,2,1,East,
8298,"PNB ENCLAVE, DEHRADUN,Uttaranchal","₹ 10,000",Builder Floors,2,1,Semi-Furnished,Owner,750,1,No,500,2,0,0,East,
8299,"GMS ROAD, DEHRADUN,Uttaranchal","₹ 15,000",Houses & Villas,2,2,Semi-Furnished,Owner,3500,3000,No,15000,2,1,1,South-West,
8300,"IIP COLONY, DEHRADUN,Uttaranchal","₹ 7,500",Houses & Villas,2,1,Semi-Furnished,Owner,1400,1310,No,,2,,1,East,Bisht house
8301,"MOHAKAMPUR, DEHRADUN,Uttaranchal","₹ 9,500",Apartments,1,1,Semi-Furnished,Owner,625,625,Yes,0,7,1,2,North,
8302,"ARYA NAGAR, HARIDWAR,Uttaranchal","₹ 12,000",Houses & Villas,3,2,Unfurnished,Owner,1180,1080,Yes,11000,2,1,1,South-East,
8303,"GMS ROAD, DEHRADUN,Uttaranchal","₹ 15,000",Houses & Villas,3,3,Semi-Furnished,Dealer,1800,2000,Yes,,,1,,North-East,8979966677
8304,"SUBHASH NAGAR, DEHRADUN,Uttaranchal","₹ 16,000",Builder Floors,2,2,Furnished,Dealer,1250,1200,Yes,0,3,1,1,North-East,
8305,"PRIT VIHAR, DEHRADUN,Uttaranchal","₹ 6,000",Houses & Villas,1,1,Semi-Furnished,Owner,320,650,No,0,1,1,1,North-West,
8306,"VASANT VIHAR PHASE 1, DEHRADUN,Uttaranchal","₹ 20,000",Apartments,2,2,Semi-Furnished,Dealer,1250,1250,No,0,6,1,2,East,
8307,"VASANT VIHAR PHASE 1, DEHRADUN,Uttaranchal","₹ 10,000",Houses & Villas,2,1,Semi-Furnished,Dealer,1200,1200,No,0,1,1,1,North-East,
8308,"AVAS VIKAS COLONY, RISHIKESH,Uttaranchal","₹ 9,000",Houses & Villas,2,1,Semi-Furnished,,700,500,Yes,,2,1,2,North,
8309,"SUBHASH NAGAR, DEHRADUN,Uttaranchal","₹ 5,500",Apartments,1,1,Unfurnished,Owner,200,250,Yes,5500,1,0,1,East,
8310,"ASHOK NAGAR, SRINAGAR,Uttaranchal","₹ 5,000",Apartments,1,1,Unfurnished,Owner,150,150,Yes,5000,2,0,2,,
8311,"JAKHAN, DEHRADUN,Uttaranchal","₹ 26,000",Houses & Villas,4,3,Semi-Furnished,Dealer,2500,5000,Yes,,,2,,,Call on thus no.7300821030
8312,"KARANPUR, DEHRADUN,Uttaranchal","₹ 13,000",Houses & Villas,2,2,Semi-Furnished,Owner,1500,1100,,,2,,2,,
8313,"JOLLY GRANT, DOIWALA,Uttaranchal","₹ 35,000",Houses & Villas,,1,Furnished,Owner,1700,1700,Yes,,,,,,Basement for rent
8314,"KIDDUWALA, DEHRADUN,Uttaranchal","₹ 6,000",Houses & Villas,2,1,Furnished,Owner,400,500,No,0,1,0,1,South,
8315,"CENTRAL HOPE TOWN, SELAQUI,Uttaranchal","₹ 7,000",Apartments,2,1,Semi-Furnished,Owner,1000,350,Yes,,1,0,1,South-East,
8316,"BAMORI MALLI, HALDWANI,Uttaranchal","₹ 3,000",Houses & Villas,1,1,Unfurnished,Owner,20,20,No,0,1,2,1,North-West,
8317,"CHANDRWANI KHALSA, DEHRADUN,Uttaranchal","₹ 6,000",Houses & Villas,2,2,Furnished,Owner,120,120,Yes,500,0,0,0,North-East,
8318,"SUDHUWAL, DEHRADUN,Uttaranchal","₹ 5,500",Apartments,1,1,Semi-Furnished,Owner,1,1,Yes,5500,1,3+,1,South,
8319,"GUJRARA MANSINGH, DEHRADUN,Uttaranchal","₹ 10,000",Houses & Villas,2,1,Semi-Furnished,Owner,950,850,Yes,,1,,1,South-East,
8320,"BASNET COLONY, DEHRADUN,Uttaranchal","₹ 4,000",Apartments,1,1,Semi-Furnished,Builder,9,9,Yes,4000,1,1,1,North,
8321,"BANJARAWALA, DEHRADUN,Uttaranchal","₹ 6,500",Houses & Villas,2,1,Unfurnished,Owner,100,100,Yes,,1,0,,East,
8322,"ADARSH VIHAR, HERBERTPUR,Uttaranchal","₹ 4,500",Apartments,2,1,Furnished,Owner,169,150,No,,,,,,
8323,"HANSBIHAR, RUDRAPUR,Uttaranchal","₹ 4,800",Houses & Villas,1,1,Semi-Furnished,Owner,1700,2500,No,4800,2,0,2,North,
8324,"NIRANJAN PUR, DEHRADUN,Uttaranchal","₹ 18,000",Houses & Villas,2,,Furnished,Owner,1900,1800,No,,2,1,2,East,
8325,"NEW SECRETARIAT COLONY, DEHRADUN,Uttaranchal","₹ 8,500",Houses & Villas,2,1,Unfurnished,Owner,1000,840,No,0,2,0,1,North-East,
8326,"KANKHAL, HARIDWAR,Uttaranchal","₹ 6,000",Houses & Villas,2,1,Semi-Furnished,Owner,2500,2000,No,,,,,West,
8327,"KEWAL VIHAR, DEHRADUN,Uttaranchal","₹ 14,000",Houses & Villas,2,1,Furnished,Owner,200,180,Yes,50,2,1,2,North-West,
8328,"SHAKTI VIHAR, DEHRADUN,Uttaranchal","₹ 15,000",Houses & Villas,3,2,Semi-Furnished,Owner,2050,1800,Yes,1000,2,1,1,North,
8329,"RAJPUR ROAD, DEHRADUN,Uttaranchal","₹ 20,000",Apartments,3,3,Semi-Furnished,Dealer,1800,1700,No,3200,7,1,,,
8330,"PRASHANT NEW COLONY, DEHRADUN,Uttaranchal","₹ 11,500",Apartments,3,1,Semi-Furnished,,1800,1400,No,11500,1,,2,North-East,Mishra Niwas
8331,"SHIVPURI COLONY, HARIDWAR,Uttaranchal","₹ 7,500",Apartments,2,1,Unfurnished,Owner,1,1,Yes,200,2,0,1,West,
8332,"LADPUR, DEHRADUN,Uttaranchal","₹ 11,000",Houses & Villas,2,2,Unfurnished,Owner,1500,1500,No,100,2,1,1,East,
8333,"BHAGWANT PURAM COLONY, HARIDWAR,Uttaranchal","₹ 7,000",Houses & Villas,1,1,Semi-Furnished,Owner,650,650,Yes,,1,0,,,Shiv Kumar
8334,"DHARAMPUR, DEHRADUN,Uttaranchal","₹ 15,000",Apartments,2,2,Unfurnished,Owner,2500,2000,Yes,,1,1,1,North,
8335,"DEHRAKHAS, DEHRADUN,Uttaranchal","₹ 13,000",Builder Floors,3,2,Semi-Furnished,Dealer,150,1300,No,0,3,1,2,South,
8336,"PASHULOK, RISHIKESH,Uttaranchal","₹ 7,500",Apartments,1,1,Semi-Furnished,Owner,300,250,Yes,0,4,1,4,East,
8337,"KHANNA NAGAR, HARIDWAR,Uttaranchal","₹ 10,000",Houses & Villas,3,1,Unfurnished,Owner,850,650,Yes,500,1,0,1,South-East,
8338,"GMS ROAD, DEHRADUN,Uttaranchal","₹ 15,500",Apartments,2,2,Semi-Furnished,Dealer,1400,1350,No,0,4,1,2,South-West,
8339,"JASPUR KHURD, KASHIPUR,Uttaranchal","₹ 5,000",Houses & Villas,2,1,Semi-Furnished,Owner,1200,1200,No,0,1,0,1,South-West,
